epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
167	2.04207129876	0.5	0.5	0.5	0.0
338	4.08388463259	0.5	0.5	0.5	0.0
510	6.12594124873	0.5	0.5	0.5	0.0
680	8.1688321352	0.5	0.5	0.5	0.0
850	10.2108087858	0.5	0.5	0.5	0.0
1017	12.2529859185	0.5	0.5	0.5	0.0
1187	14.2950470487	0.5	0.5	0.5	0.0
1358	16.3372566183	0.5	0.5	0.5	0.0
