epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
294	2.0466862003	0.508313148797	0.502551020408	0.499575214648	0.499575214648
595	4.09332931439	0.512215283772	0.512755102041	0.49976287667	0.49976287667
898	6.14003924926	0.762883275308	0.716713004745	0.497788788576	0.497788788576
1198	8.18671935002	0.937290504236	0.906078051763	0.50083986741	0.50083986741
1495	10.2345787803	0.995737220034	0.993223965763	0.497704893319	0.497704893319
1792	12.2748810331	0.99245024774	0.987710704824	0.500004844149	0.497704893319
2122	14.3218166669	0.999872741156	0.994650499287	0.499261469782	0.499261469782
2420	16.3620542169	0.999957580385	0.994472182596	0.498865779317	0.499261469782
2750	18.4093865991	0.99991516077	0.994828815977	0.498650477152	0.498650477152
3043	20.4568741639	0.999957580385	0.995007132668	0.498935607046	0.498935607046
