epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
220	2.0349965016	0.552796801152	0.540671641791	0.50690559727	0.50690559727
446	4.06894211769	0.590053039066	0.5717644296	0.50702277088	0.50702277088
685	6.08874900341	0.585999526789	0.571200814111	0.507771080024	0.50702277088
920	8.1085539182	0.54893388775	0.538380649202	0.509757145406	0.50702277088
1150	10.1287061334	0.593728274649	0.57103642626	0.511446059484	0.50702277088
1385	12.1612786849	0.695427014506	0.650610583446	0.51713028419	0.51713028419
1627	14.1809738199	0.628429136653	0.5938237136	0.505784711241	0.51713028419
1867	16.2083269	0.733173807187	0.676168980273	0.514094025299	0.514094025299
2107	18.2286169012	0.720247588669	0.661486274919	0.505199753395	0.514094025299
2338	20.2619686166	0.793438651991	0.728342552969	0.503442391968	0.503442391968
2568	22.295022436	0.801015687529	0.740329819434	0.510080025146	0.510080025146
2802	24.3272081335	0.808273780313	0.743763698988	0.503703317148	0.503703317148
3040	26.3594893694	0.869550405735	0.804837699614	0.502698330443	0.502698330443
3274	28.3796580513	0.860724436382	0.789716626657	0.500791452819	0.502698330443
3504	30.4129021009	0.901295707217	0.836859409247	0.508863264283	0.508863264283
3735	32.4331342697	0.897599293981	0.829816824966	0.500315476747	0.508863264283
3966	34.4664312522	0.910625741218	0.844074209373	0.497760715833	0.497760715833
4197	36.4994333029	0.936668959695	0.873236092266	0.504793559638	0.504793559638
4429	38.5318765521	0.943574152456	0.878407786244	0.506271791804	0.506271791804
4669	40.5458683173	0.941022062733	0.874590335038	0.508592630259	0.506271791804
4910	42.5855682691	0.955300912538	0.898181296316	0.502637468128	0.502637468128
5151	44.6182484349	0.965568240239	0.904717670389	0.501406932843	0.501406932843
5396	46.6449774345	0.969947085079	0.911128796577	0.502795176161	0.502795176161
5628	48.665286235	0.965270110007	0.908733430748	0.501928843883	0.502795176161
5861	50.6987396677	0.968084729598	0.911869846571	0.500773188057	0.500773188057
6094	52.7317403674	0.974527665317	0.915627283165	0.501204260726	0.501204260726
6326	54.7649818858	0.977249541394	0.917552969419	0.503525281223	0.503525281223
