epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
192	2.06857324839	0.6746740905	0.651645289237	0.625414901282	0.625414901282
386	4.13530798356	0.681277379921	0.654512220927	0.61891138522	0.61891138522
583	6.20180704991	0.763329305114	0.712568938272	0.616720914695	0.616720914695
773	8.26869496504	0.809559712784	0.75410523188	0.582573429679	0.582573429679
981	10.3315953851	0.690950786589	0.649186697221	0.574612861035	0.582573429679
1177	12.3987898986	0.918940594616	0.841362963096	0.576589439041	0.576589439041
1385	14.4617008845	0.576130514849	0.562086989407	0.552808669183	0.576589439041
1581	16.5285307844	0.976593197623	0.917007550007	0.566885359775	0.566885359775
1787	18.5954032501	0.988229677657	0.927887753862	0.562066211219	0.562066211219
1970	20.6633389672	0.995822726408	0.938689621329	0.566552222279	0.566552222279
2161	22.7303073684	0.997866196153	0.943545126711	0.564487718242	0.564487718242
2348	24.7934936484	0.998775027456	0.939251932523	0.571735569549	0.564487718242
2543	26.8602408648	0.999788797837	0.944505872978	0.568017099443	0.568017099443
2730	28.923159349	0.999873278702	0.942579428144	0.569081974504	0.568017099443
2943	30.9878329992	0.999957759567	0.938726538477	0.566630045425	0.568017099443
3137	33.0521239837	0.999957759567	0.937150356341	0.568627891036	0.568017099443
3334	35.1152980487	1.0	0.941003246008	0.570360061685	0.568017099443
