7	2.44419915279	0.5	0.5
16	4.86757571697	0.5	0.5
24	7.2806246678	0.5	0.5
33	9.69417215188	0.5	0.5
42	12.1061025699	0.5	0.5
50	14.5165945848	0.5	0.5
58	16.9318468332	0.5	0.5
64	19.3433900356	0.5	0.5
72	21.756425035	0.5	0.5
78	24.1711561998	0.5	0.5
86	26.5854617516	0.5	0.5
93	28.9996243993	0.5	0.5
100	31.4810543855	0.5	0.5
106	33.965690736	0.5	0.5
113	36.4554545999	0.5	0.5
121	38.945615685	0.5	0.5
130	41.4367817163	0.5	0.5
139	43.9281301339	0.5	0.5
147	46.4026138862	0.5	0.5
155	48.87067885	0.5	0.5
164	51.3383053184	0.5	0.5
173	53.826081419	0.5	0.5
182	56.3210884531	0.5	0.5
191	58.8251761357	0.614500411076	0.529550329969
199	61.3203941345	0.5	0.5
208	63.8085514347	0.5	0.5
216	66.3037229021	0.5	0.5
225	68.7990308523	0.5	0.5
234	71.2900284012	0.911523776998	0.839698685357
242	73.7570005337	0.747452309474	0.716618174651
251	76.223709166	0.778482001822	0.709852375996
259	78.7085426013	0.703616427661	0.67298184321
268	81.2032437166	0.755097165244	0.717612240436
276	83.6918033679	0.702779901847	0.673424006935
285	86.1870433847	0.727890715011	0.699937447456
294	88.6819985032	0.78102740539	0.743721048758
302	91.1773462852	0.718248744018	0.686513440521
311	93.6722685178	0.754964445732	0.721088791508
320	96.1559256196	0.867777389354	0.817615874257
328	98.6191570679	0.732657147088	0.696723262925
337	101.083051201	0.782068302968	0.731693237704
345	103.564069434	0.719121095958	0.685961538462
354	106.0594878	0.746357672706	0.709225765027
363	108.554284167	0.773219703591	0.740911496426
371	111.044509816	0.751962259058	0.719602874107
379	113.531303449	0.773158636331	0.742667286675
