12	2.16732203563	0.499996784607	0.5
25	4.33762619893	0.499983923036	0.502441189525
38	6.50444506804	0.499884245862	0.507737284244
51	8.69574798346	0.500065594012	0.527851546441
63	10.8650430163	0.499530552662	0.525867434333
76	13.0320059339	0.49968167612	0.524710085858
89	15.2279288173	0.500772337333	0.5757944982
101	17.4011790514	0.499259816594	0.597656545404
114	19.5679411491	0.500354979357	0.558534219341
127	21.7583693027	0.500880374529	0.600602529219
139	23.9290613174	0.500670087845	0.583418514646
151	26.1023814996	0.499248884259	0.636668528636
164	28.274430716	0.500268163754	0.623643351621
177	30.4062234004	0.499623799051	0.613164175831
190	32.5331947327	0.50042893339	0.604490547577
204	34.6618523161	0.498778150763	0.675999969796
216	36.8338673989	0.499908039768	0.639967954174
228	39.0044626514	0.497917711669	0.698244260287
241	41.1750668327	0.500472019652	0.673087969776
253	43.34057645	0.499621869815	0.658920512772
265	45.5122226675	0.499404509267	0.708405313557
278	47.6791791995	0.500068166326	0.736997313687
290	49.8504584511	0.499855950406	0.7038973894
303	52.0214206656	0.50075626037	0.691824292586
316	54.188244319	0.499533124976	0.699570032928
329	56.3791422526	0.500927962341	0.72790561464
342	58.5722191691	0.501213489216	0.738556488463
355	60.7384509166	0.500060449383	0.683555923902
367	62.9045595527	0.499812864143	0.687190543559
380	65.0679874341	0.501064294993	0.775249673771
392	67.2632832328	0.502007691219	0.766723551261
405	69.4349615177	0.50110095047	0.793681447737
417	71.6089881857	0.500003858471	0.751972270115
430	73.792551136	0.500421859526	0.741261122347
443	75.9888721665	0.499505472598	0.783765496472
455	78.1626671672	0.4999909969	0.748241294856
468	80.3322961489	0.500147264987	0.688394687053
481	82.4989143332	0.501313809469	0.756358724526
494	84.6692034324	0.500106751039	0.768148445069
507	86.8390046994	0.501576185515	0.824156435696
520	89.0049398025	0.500817352831	0.750354824506
532	91.1712882002	0.501122172062	0.787342353598
545	93.3397418658	0.500220575941	0.831577854683
557	95.5409362833	0.501469434477	0.787962005245
