epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
145	2.13072826465	0.5	0.5	0.5	0.0
300	4.27344708443	0.840500245454	0.836627768516	0.908259209899	0.908259209899
448	6.38878986438	0.953684920147	0.919200338705	0.819903941678	0.819903941678
608	8.50365003347	0.999024367814	0.973633492983	0.851691724761	0.851691724761
770	10.6197698991	1.0	0.975539811066	0.846419288397	0.846419288397
932	12.7220352809	1.0	0.97520242915	0.850843571479	0.846419288397
1094	14.8243079503	1.0	0.97520242915	0.85185636709	0.846419288397
epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
136	2.10253882011	0.5	0.5	0.5	0.0
279	4.20642428398	0.5	0.5	0.5	0.0
413	6.30913305283	0.5	0.5	0.5	0.0
557	8.43028066953	0.842611007134	0.836487743995	0.895501102903	0.895501102903
690	10.5550378839	0.895115037716	0.876937189631	0.875184899769	0.875184899769
835	12.6849494179	0.974846679955	0.940748679139	0.870764299858	0.870764299858
979	14.8119544705	0.998694770537	0.973932285465	0.868508242998	0.868508242998
1122	16.9128983696	0.999957738146	0.974696356275	0.868862866649	0.868862866649
1266	19.0263183832	1.0	0.97334682861	0.867825266944	0.868862866649
1404	21.1582439701	1.0	0.975371120108	0.868989286527	0.868989286527
1541	23.271830519	1.0	0.974527665317	0.868155850645	0.868989286527
1677	25.3857529521	1.0	0.97520242915	0.86876927437	0.868989286527
1803	27.4983602683	1.0	0.974865047233	0.868944538291	0.868989286527
