epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
164	2.10980818272	0.5	0.5	0.5	0.0
335	4.21932945251	0.5	0.5	0.5	0.0
496	6.35318680207	0.750045853976	0.725933430773	0.837107226906	0.837107226906
672	8.48328020175	0.929015674947	0.873810789264	0.798520749306	0.798520749306
848	10.6133459171	0.999622451548	0.978521126761	0.788807646594	0.788807646594
1023	12.7473848184	1.0	0.979401408451	0.788336622745	0.788336622745
1198	14.8814144492	1.0	0.981161971831	0.777929338815	0.777929338815
1373	16.9881562193	1.0	0.979929577465	0.784171242589	0.777929338815
1542	19.0925747673	1.0	0.980457746479	0.779095582164	0.777929338815
1708	21.1972644329	1.0	0.980457746479	0.782507316176	0.777929338815
1874	23.3016314189	1.0	0.980457746479	0.782835865801	0.777929338815
2042	25.4065011501	1.0	0.980633802817	0.781749849687	0.777929338815
2210	27.5112416506	1.0	0.980457746479	0.782480573765	0.777929338815
2378	29.6158158024	1.0	0.979577464789	0.783527431348	0.777929338815
2544	31.7210213184	1.0	0.980985915493	0.779651442286	0.777929338815
2710	33.8256422997	1.0	0.980809859155	0.779437502995	0.777929338815
2875	35.9300851186	1.0	0.980281690141	0.777226395431	0.777929338815
3041	38.0348585169	1.0	0.980457746479	0.779136650867	0.777929338815
3206	40.1398753166	1.0	0.980457746479	0.780732682969	0.777929338815
3372	42.2686344186	1.0	0.981338028169	0.777973272777	0.777973272777
3547	44.3731929501	1.0	0.980457746479	0.780558857295	0.777973272777
3712	46.4781130513	1.0	0.980633802817	0.779097492336	0.777973272777
