epoch	time elapsed	training_roc	validation_roc	test_roc	best_test_roc
186	2.07265248696	0.822711453168	0.819415956428	0.895121919685	0.895121919685
372	4.14532818397	0.877393366929	0.862082244528	0.81256321376	0.81256321376
557	6.21831985315	0.924484154098	0.900786757103	0.862258115768	0.862258115768
743	8.29122563601	0.956519106635	0.927470932466	0.853773129015	0.853773129015
938	10.3672318021	0.970993796581	0.949169593117	0.846722515765	0.846722515765
1129	12.4334643841	0.969751706016	0.943304313974	0.863366016662	0.846722515765
1326	14.5071326534	0.994247610998	0.973472788222	0.857247260959	0.857247260959
1517	16.5828002016	0.997891185154	0.975696804895	0.855628835885	0.855628835885
1707	18.6477179845	0.997764656263	0.970598232495	0.856838872181	0.855628835885
1911	20.6989539345	0.999325179249	0.975356900068	0.857751947083	0.855628835885
2101	22.7940984011	0.999873471109	0.979605710401	0.853056041602	0.853056041602
2292	24.8777090669	0.999873471109	0.978925900748	0.853366849272	0.853056041602
